id,ACTION
1,0.9456312255492331
2,0.9450563917087913
3,0.944911619549666
4,0.9448397836251706
5,0.9382019156903777
6,0.9460856721418434
7,0.9412489066323114
8,0.946590429716555
9,0.9467811074926078
10,0.9459394956572383
11,0.9418696610052278
12,0.9354916333451625
13,0.9456312255492331
14,0.9456312255492331
15,0.9450563917087913
16,0.944911619549666
17,0.9456312255492331
18,0.9405269315506155
19,0.9434265101815493
20,0.9448397836251706
21,0.9439322915855599
22,0.9460425875999227
23,0.9442903778285666
24,0.9437691545769765
25,0.9467811074926078
26,0.9467164369176169
27,0.9462028010788984
28,0.9437691545769765
29,0.9432247964140448
30,0.9462028010788984
31,0.9338257507252675
32,0.944911619549666
33,0.9434265101815493
34,0.9412489066323114
35,0.9338257507252675
36,0.9467811074926078
37,0.9434265101815493
38,0.9460170121649124
39,0.9456312255492331
40,0.9462028010788984
41,0.9467811074926078
42,0.9467164369176169
43,0.9456312255492331
44,0.9386981979165021
45,0.944819366184691
46,0.944911619549666
47,0.9460856721418434
48,0.9456312255492331
49,0.9428634840838637
50,0.9462028010788984
51,0.9372135746280681
52,0.9337738529646556
53,0.9337738529646556
54,0.9467811074926078
55,0.9460856721418434
56,0.9456312255492331
57,0.9386981979165021
58,0.9404515868899241
59,0.9462028010788984
60,0.9467164369176169
61,0.9465958719863542
62,0.9446123089682934
63,0.9456312255492331
64,0.9434265101815493
65,0.9451714521930327
66,0.9448397836251706
67,0.9467811074926078
68,0.9450563917087913
69,0.9391555808232023
70,0.9456312255492331
71,0.944911619549666
72,0.9427420571598503
73,0.9467811074926078
74,0.9328034008198285
75,0.9460856721418434
76,0.9467811074926078
77,0.944911619549666
78,0.9434265101815493
79,0.9452874809312315
80,0.9437691545769765
81,0.9448397836251706
82,0.9403429684682353
83,0.9467811074926078
84,0.9434265101815493
85,0.9465958719863542
86,0.9456312255492331
87,0.9460856721418434
88,0.945259210331768
89,0.9404515868899241
90,0.9467811074926078
91,0.944911619549666
92,0.9448397836251706
93,0.9434265101815493
94,0.941997865666809
95,0.9447505191359291
96,0.9456312255492331
97,0.9418696610052278
98,0.9462028010788984
99,0.9448397836251706
100,0.9466165240137839
101,0.9406098030988173
102,0.9460856721418434
103,0.941412776176565
104,0.9467811074926078
105,0.9471114057659757
106,0.9460425875999227
107,0.9450563917087913
108,0.9404039080905295
109,0.9431233319362429
110,0.9437691545769765
111,0.9418696610052278
112,0.9434317762557975
113,0.9403429684682353
114,0.9460856721418434
115,0.9450563917087913
116,0.9338257507252675
117,0.9338257507252675
118,0.9467164369176169
119,0.9460425875999227
120,0.9467201367879283
121,0.9467811074926078
122,0.9434265101815493
123,0.9467811074926078
124,0.9450563917087913
125,0.9452874809312315
126,0.9449580467021065
127,0.9460856721418434
128,0.9467811074926078
129,0.9456312255492331
130,0.9467811074926078
131,0.9382019156903777
132,0.9406503530238746
133,0.9405269315506155
134,0.9456312255492331
135,0.9450563917087913
136,0.9391555808232023
137,0.9328034008198285
138,0.9434265101815493
139,0.9456312255492331
140,0.944911619549666
141,0.9435422412675691
142,0.9462028010788984
143,0.9412489066323114
144,0.9467811074926078
145,0.9448397836251706
146,0.9467811074926078
147,0.9460856721418434
148,0.946416458901424
149,0.9404515868899241
150,0.9450563917087913
151,0.9448397836251706
152,0.9434265101815493
153,0.9434265101815493
154,0.9404039080905295
155,0.9437691545769765
156,0.9391555808232023
157,0.9465958719863542
158,0.9460856721418434
159,0.9450563917087913
160,0.944911619549666
161,0.9460856721418434
162,0.9450563917087913
163,0.9462028010788984
164,0.9403429684682353
165,0.9462028010788984
166,0.9460856721418434
167,0.9404039080905295
168,0.9404039080905295
169,0.9406503530238746
170,0.9462028010788984
171,0.9448397836251706
172,0.9442903778285666
173,0.944911619549666
174,0.9461302208736575
175,0.9465958719863542
176,0.9382019156903777
177,0.9456312255492331
178,0.9448397836251706
179,0.9440225401293252
180,0.9460856721418434
181,0.9456312255492331
182,0.9467811074926078
183,0.9462028010788984
184,0.9448397836251706
185,0.9427420571598503
186,0.9405519887195424
187,0.944911619549666
188,0.9456312255492331
189,0.9434265101815493
190,0.9382019156903777
191,0.9450563917087913
192,0.9456312255492331
193,0.9382019156903777
194,0.9466165240137839
195,0.9460856721418434
196,0.9448397836251706
197,0.9450563917087913
198,0.9354916333451625
199,0.9427420571598503
200,0.941997865666809
201,0.9467811074926078
202,0.9467811074926078
203,0.9456312255492331
204,0.9404039080905295
205,0.9467811074926078
206,0.9465958719863542
207,0.9347404130720723
208,0.941412776176565
209,0.9467811074926078
210,0.9434265101815493
211,0.944911619549666
212,0.9467811074926078
213,0.9442903778285666
214,0.9434265101815493
215,0.9404039080905295
216,0.9391555808232023
217,0.9447505191359291
218,0.9432247964140448
219,0.9460856721418434
220,0.9352458556131406
221,0.9467811074926078
222,0.9404515868899241
223,0.9467811074926078
224,0.9467811074926078
225,0.9412489066323114
226,0.9391555808232023
227,0.9456312255492331
228,0.9339313465698666
229,0.9404515868899241
230,0.9386352242223247
231,0.941412776176565
232,0.9454060634324857
233,0.9465958719863542
234,0.9448397836251706
235,0.9391555808232023
236,0.9456312255492331
237,0.9403429684682353
238,0.9328034008198285
239,0.9418696610052278
240,0.9338257507252675
241,0.9462028010788984
242,0.9456312255492331
243,0.9467811074926078
244,0.9404039080905295
245,0.9467811074926078
246,0.9413074108519935
247,0.9372135746280681
248,0.9467164369176169
249,0.9434317762557975
250,0.9397773515073596
251,0.9448397836251706
252,0.9467811074926078
253,0.9467811074926078
254,0.9467811074926078
255,0.9442903778285666
256,0.9462028010788984
257,0.9450563917087913
258,0.9456312255492331
259,0.9467164369176169
260,0.9382019156903777
261,0.9448397836251706
262,0.9467811074926078
263,0.9467811074926078
264,0.9450563917087913
265,0.9462028010788984
266,0.941412776176565
267,0.9338257507252675
268,0.9460856721418434
269,0.9434317762557975
270,0.9347404130720723
271,0.9338257507252675
272,0.9467811074926078
273,0.9434265101815493
274,0.9448397836251706
275,0.9382019156903777
276,0.9467164369176169
277,0.9467811074926078
278,0.9467811074926078
279,0.9462028010788984
280,0.9404039080905295
281,0.9382019156903777
282,0.9448397836251706
283,0.9467811074926078
284,0.9391555808232023
285,0.9450563917087913
286,0.9434265101815493
287,0.9466705171556548
288,0.9452874809312315
289,0.9467811074926078
290,0.9462028010788984
291,0.9456312255492331
292,0.944911619549666
293,0.9404515868899241
294,0.944911619549666
295,0.9460425875999227
296,0.941997865666809
297,0.9467811074926078
298,0.9460425875999227
299,0.9418696610052278
300,0.9448397836251706
301,0.9467811074926078
302,0.9460856721418434
303,0.946516521817676
304,0.9405269315506155
305,0.944911619549666
306,0.9404039080905295
307,0.9465958719863542
308,0.9460170121649124
309,0.944911619549666
310,0.9448397836251706
311,0.9467811074926078
312,0.9456312255492331
313,0.9403429684682353
314,0.9456312255492331
315,0.9442903778285666
316,0.9434265101815493
317,0.9460856721418434
318,0.9372135746280681
319,0.9403429684682353
