id,ACTION
1,0.9087151742212138
2,0.9544345736189461
3,0.9498190812543525
4,0.9363831508490498
5,0.9900969810645028
6,0.9477007159036361
7,1
8,0.965998149169687
9,0.9255642882462279
10,0.9637304824290688
11,0.8118801332327324
12,0.9729784610236103
13,0.9087151742212138
14,0.9087151742212138
15,0.9544345736189461
16,0.9498190812543525
17,0.9087151742212138
18,0.8870751695479698
19,0.9519269372499833
20,0.9363831508490498
21,1
22,0.9903174864638745
23,0.9604709924429322
24,0.9374067112607434
25,0.9255642882462279
26,0.9311570216534909
27,0.9512890959005498
28,0.9374067112607434
29,0.933488245386955
30,0.9512890959005498
31,0.9849443297100549
32,0.9498190812543525
33,0.9519269372499833
34,1
35,0.9849443297100549
36,0.9255642882462279
37,0.9519269372499833
38,0.9996319431615447
39,0.9087151742212138
40,0.9512890959005498
41,0.9255642882462279
42,0.9311570216534909
43,0.9087151742212138
44,0.9875525377368439
45,0.9846377333885717
46,0.9498190812543525
47,0.9477007159036361
48,0.9087151742212138
49,0.9998103635539676
50,0.9512890959005498
51,0.9120783283338083
52,0.9881125059686869
53,0.9881125059686869
54,0.9255642882462279
55,0.9477007159036361
56,0.9087151742212138
57,0.9875525377368439
58,0.9741369788932647
59,0.9512890959005498
60,0.9311570216534909
61,0.9449879953217757
62,0.9998668466036886
63,0.9087151742212138
64,0.9519269372499833
65,0.9995792148106409
66,0.9363831508490498
67,0.9255642882462279
68,0.9544345736189461
69,0.9377199979645633
70,0.9087151742212138
71,0.9498190812543525
72,0.9856364485373412
73,0.9255642882462279
74,0.9800315096643452
75,0.9477007159036361
76,0.9255642882462279
77,0.9498190812543525
78,0.9519269372499833
79,0.9213821930218317
80,0.9374067112607434
81,0.9363831508490498
82,0.9788191246115004
83,0.9255642882462279
84,0.9519269372499833
85,0.9449879953217757
86,0.9087151742212138
87,0.9477007159036361
88,0.972069355316964
89,0.9741369788932647
90,0.9255642882462279
91,0.9498190812543525
92,0.9363831508490498
93,0.9519269372499833
94,0.7758567196274773
95,0.9240206256352598
96,0.9087151742212138
97,0.8118801332327324
98,0.9512890959005498
99,0.9363831508490498
100,0.9752526443755035
101,0.9717893993378223
102,0.9477007159036361
103,0.903597081718893
104,0.9255642882462279
105,0.828476773072645
106,0.9903174864638745
107,0.9544345736189461
108,0.919978162982221
109,1
110,0.9374067112607434
111,0.8118801332327324
112,1
113,0.9788191246115004
114,0.9477007159036361
115,0.9544345736189461
116,0.9849443297100549
117,0.9849443297100549
118,0.9311570216534909
119,0.9903174864638745
120,0.9464322737791537
121,0.9255642882462279
122,0.9519269372499833
123,0.9255642882462279
124,0.9544345736189461
125,0.9213821930218317
126,0.9730949988505674
127,0.9477007159036361
128,0.9255642882462279
129,0.9087151742212138
130,0.9255642882462279
131,0.9900969810645028
132,0.987793272945142
133,0.8870751695479698
134,0.9087151742212138
135,0.9544345736189461
136,0.9377199979645633
137,0.9800315096643452
138,0.9519269372499833
139,0.9087151742212138
140,0.9498190812543525
141,0.9992473429226075
142,0.9512890959005498
143,1
144,0.9255642882462279
145,0.9363831508490498
146,0.9255642882462279
147,0.9477007159036361
148,0.9705983597140508
149,0.9741369788932647
150,0.9544345736189461
151,0.9363831508490498
152,0.9519269372499833
153,0.9519269372499833
154,0.919978162982221
155,0.9374067112607434
156,0.9377199979645633
157,0.9449879953217757
158,0.9477007159036361
159,0.9544345736189461
160,0.9498190812543525
161,0.9477007159036361
162,0.9544345736189461
163,0.9512890959005498
164,0.9788191246115004
165,0.9512890959005498
166,0.9477007159036361
167,0.919978162982221
168,0.919978162982221
169,0.987793272945142
170,0.9512890959005498
171,0.9363831508490498
172,0.9604709924429322
173,0.9498190812543525
174,1
175,0.9449879953217757
176,0.9900969810645028
177,0.9087151742212138
178,0.9363831508490498
179,0.9999714285714285
180,0.9477007159036361
181,0.9087151742212138
182,0.9255642882462279
183,0.9512890959005498
184,0.9363831508490498
185,0.9856364485373412
186,0.97178359389012825
187,0.9498190812543525
188,0.9087151742212138
189,0.9519269372499833
190,0.9900969810645028
191,0.9544345736189461
192,0.9087151742212138
193,0.9900969810645028
194,0.9752526443755035
195,0.9477007159036361
196,0.9363831508490498
197,0.9544345736189461
198,0.9729784610236103
199,0.9856364485373412
200,0.7758567196274773
201,0.9255642882462279
202,0.9255642882462279
203,0.9087151742212138
204,0.919978162982221
205,0.9255642882462279
206,0.9449879953217757
207,0.986422250664362
208,0.903597081718893
209,0.9255642882462279
210,0.9519269372499833
211,0.9498190812543525
212,0.9255642882462279
213,0.9604709924429322
214,0.9519269372499833
215,0.919978162982221
216,0.9377199979645633
217,0.9240206256352598
218,0.933488245386955
219,0.9477007159036361
220,0.9435735001385298
221,0.9255642882462279
222,0.9741369788932647
223,0.9255642882462279
224,0.9255642882462279
225,1
226,0.9377199979645633
227,0.9087151742212138
228,0.9955686671551012
229,0.9741369788932647
230,0.9932227372100781
231,0.903597081718893
232,0.9607213756801105
233,0.9449879953217757
234,0.9363831508490498
235,0.9377199979645633
236,0.9087151742212138
237,0.9788191246115004
238,0.9800315096643452
239,0.8118801332327324
240,0.9849443297100549
241,0.9512890959005498
242,0.9087151742212138
243,0.9255642882462279
244,0.919978162982221
245,0.9255642882462279
246,1
247,0.9120783283338083
248,0.9311570216534909
249,1
250,0.969099839560322
251,0.9363831508490498
252,0.9255642882462279
253,0.9255642882462279
254,0.9255642882462279
255,0.9604709924429322
256,0.9512890959005498
257,0.9544345736189461
258,0.9087151742212138
259,0.9311570216534909
260,0.9900969810645028
261,0.9363831508490498
262,0.9255642882462279
263,0.9255642882462279
264,0.9544345736189461
265,0.9512890959005498
266,0.903597081718893
267,0.9849443297100549
268,0.9477007159036361
269,1
270,0.986422250664362
271,0.9849443297100549
272,0.9255642882462279
273,0.9519269372499833
274,0.9363831508490498
275,0.9900969810645028
276,0.9311570216534909
277,0.9255642882462279
278,0.9255642882462279
279,0.9512890959005498
280,0.919978162982221
281,0.9900969810645028
282,0.9363831508490498
283,0.9255642882462279
284,0.9377199979645633
285,0.9544345736189461
286,0.9519269372499833
287,1
288,0.9213821930218317
289,0.9255642882462279
290,0.9512890959005498
291,0.9087151742212138
292,0.9498190812543525
293,0.9741369788932647
294,0.9498190812543525
295,0.9903174864638745
296,0.7758567196274773
297,0.9255642882462279
298,0.9903174864638745
299,0.8118801332327324
300,0.9363831508490498
301,0.9255642882462279
302,0.9477007159036361
303,0.8117402318648025
304,0.8870751695479698
305,0.9498190812543525
306,0.919978162982221
307,0.9449879953217757
308,0.9996319431615447
309,0.9498190812543525
310,0.9363831508490498
311,0.9255642882462279
312,0.9087151742212138
313,0.9788191246115004
314,0.9087151742212138
315,0.9604709924429322
316,0.9519269372499833
317,0.9477007159036361
318,0.9120783283338083
319,0.9788191246115004
320,0.9435735001385298
